Verification ID,Location,Safeguard,Criticality,Passed,Verified By,Date,Failed
V0761,Rig A,Blowout Preventer,Critical,False,aud_761,2022-10-13,True
V0762,Plant Y,Fire Detection,Medium,False,aud_762,2023-05-27,True
V0763,Plant Y,Emergency Shutdown,Critical,False,aud_763,2022-03-11,True
V0764,Terminal X,Relief Valve,High,True,aud_764,2023-11-11,False
V0765,Platform C,Emergency Shutdown,Low,True,aud_765,2022-11-17,False
V0766,Rig A,Fire Detection,Low,True,aud_766,2022-08-25,False
V0767,Plant Y,Fire Detection,Medium,True,aud_767,2023-05-31,False
V0768,Rig A,Emergency Shutdown,High,False,aud_768,2023-05-16,True
V0769,Plant Y,Relief Valve,Critical,True,aud_769,2023-09-10,False
V0770,Rig B,Emergency Shutdown,Critical,False,aud_770,2023-05-16,True
V0771,Rig A,Blowout Preventer,Low,False,aud_771,2022-02-15,True
V0772,Rig B,Gas Detection,Critical,False,aud_772,2023-06-30,True
V0773,Rig A,Blowout Preventer,Low,False,aud_773,2023-10-29,True
V0774,Platform C,Gas Detection,Medium,False,aud_774,2023-09-19,True
V0775,Terminal X,Fire Detection,Critical,False,aud_775,2024-02-07,True
V0776,Rig B,Relief Valve,High,True,aud_776,2022-06-05,False
V0777,Plant Y,Emergency Shutdown,Critical,True,aud_777,2023-07-27,False
V0778,Platform C,Relief Valve,Low,True,aud_778,2023-03-03,False
V0779,Rig A,Emergency Shutdown,Medium,True,aud_779,2023-01-09,False
V0780,Rig B,Blowout Preventer,Low,True,aud_780,2022-09-28,False
V0781,Rig A,Blowout Preventer,Critical,False,aud_781,2024-01-05,True
V0782,Rig A,Emergency Shutdown,Low,True,aud_782,2022-10-19,False
V0783,Rig A,Relief Valve,Low,True,aud_783,2023-08-28,False
V0784,Terminal X,Emergency Shutdown,Medium,True,aud_784,2023-11-17,False
V0785,Terminal X,Fire Detection,High,False,aud_785,2022-04-20,True
V0786,Plant Y,Blowout Preventer,Critical,False,aud_786,2022-07-24,True
V0787,Rig B,Fire Detection,Medium,False,aud_787,2024-01-20,True
V0788,Platform C,Blowout Preventer,High,True,aud_788,2022-06-29,False
V0789,Platform C,Blowout Preventer,Low,True,aud_789,2022-10-03,False
V0790,Platform C,Gas Detection,High,True,aud_790,2022-06-03,False
V0791,Rig A,Fire Detection,Low,True,aud_791,2022-11-17,False
V0792,Terminal X,Fire Detection,Low,True,aud_792,2023-09-30,False
V0793,Rig B,Gas Detection,Medium,False,aud_793,2023-06-04,True
V0794,Rig A,Relief Valve,Low,True,aud_794,2022-12-12,False
V0795,Terminal X,Fire Detection,Medium,False,aud_795,2023-05-08,True
V0796,Terminal X,Emergency Shutdown,High,True,aud_796,2023-12-12,False
V0797,Rig B,Gas Detection,High,False,aud_797,2022-07-09,True
V0798,Rig B,Fire Detection,Low,False,aud_798,2022-06-06,True
V0799,Rig B,Relief Valve,Medium,False,aud_799,2023-08-31,True
V0800,Rig A,Fire Detection,Low,False,aud_800,2023-11-27,True
V0801,Plant Y,Blowout Preventer,Medium,True,aud_801,2023-06-30,False
V0802,Rig B,Emergency Shutdown,Medium,True,aud_802,2022-12-24,False
V0803,Plant Y,Gas Detection,Medium,True,aud_803,2023-02-21,False
V0804,Rig A,Blowout Preventer,High,False,aud_804,2022-08-26,True
V0805,Plant Y,Relief Valve,Medium,True,aud_805,2022-03-08,False
V0806,Platform C,Blowout Preventer,High,True,aud_806,2023-02-26,False
V0807,Plant Y,Blowout Preventer,Medium,True,aud_807,2023-01-08,False
V0808,Rig B,Relief Valve,High,True,aud_808,2022-05-12,False
V0809,Rig A,Blowout Preventer,Critical,False,aud_809,2024-02-21,True
V0810,Rig B,Gas Detection,High,False,aud_810,2024-01-23,True
V0811,Platform C,Fire Detection,High,True,aud_811,2023-04-16,False
V0812,Rig B,Blowout Preventer,Low,True,aud_812,2023-11-27,False
V0813,Rig B,Gas Detection,Medium,True,aud_813,2022-11-27,False
V0814,Rig B,Fire Detection,Critical,False,aud_814,2022-05-02,True
V0815,Terminal X,Fire Detection,Low,False,aud_815,2022-04-29,True
V0816,Platform C,Blowout Preventer,Medium,False,aud_816,2022-06-30,True
V0817,Rig B,Gas Detection,Critical,True,aud_817,2023-01-04,False
V0818,Rig B,Blowout Preventer,Critical,False,aud_818,2023-05-05,True
V0819,Rig B,Relief Valve,Critical,False,aud_819,2023-10-28,True
V0820,Rig A,Fire Detection,Medium,False,aud_820,2022-01-02,True
V0821,Terminal X,Blowout Preventer,Critical,False,aud_821,2023-11-07,True
V0822,Rig A,Fire Detection,Critical,False,aud_822,2023-06-29,True
V0823,Terminal X,Gas Detection,Low,True,aud_823,2023-02-02,False
V0824,Rig B,Emergency Shutdown,High,True,aud_824,2022-07-15,False
V0825,Platform C,Blowout Preventer,Medium,True,aud_825,2023-10-10,False
V0826,Plant Y,Blowout Preventer,High,True,aud_826,2023-08-10,False
V0827,Plant Y,Fire Detection,Low,False,aud_827,2023-09-07,True
V0828,Rig B,Gas Detection,High,True,aud_828,2023-07-08,False
V0829,Rig A,Relief Valve,Critical,True,aud_829,2022-11-03,False
V0830,Platform C,Gas Detection,Critical,True,aud_830,2023-12-29,False
V0831,Terminal X,Blowout Preventer,Medium,False,aud_831,2023-06-15,True
V0832,Rig B,Relief Valve,Medium,True,aud_832,2023-04-24,False
V0833,Platform C,Gas Detection,Medium,False,aud_833,2022-10-25,True
V0834,Platform C,Emergency Shutdown,Low,False,aud_834,2023-10-19,True
V0835,Terminal X,Fire Detection,Medium,False,aud_835,2022-06-12,True
V0836,Platform C,Gas Detection,Low,True,aud_836,2022-06-05,False
V0837,Rig A,Gas Detection,Critical,False,aud_837,2022-11-22,True
V0838,Rig A,Emergency Shutdown,High,True,aud_838,2022-10-02,False
V0839,Rig A,Blowout Preventer,Critical,True,aud_839,2023-03-15,False
V0840,Platform C,Fire Detection,Critical,True,aud_840,2023-02-06,False
V0841,Rig A,Gas Detection,Critical,False,aud_841,2023-11-01,True
V0842,Terminal X,Relief Valve,Medium,False,aud_842,2023-08-07,True
V0843,Platform C,Gas Detection,Medium,True,aud_843,2022-09-04,False
V0844,Plant Y,Fire Detection,Medium,False,aud_844,2022-01-22,True
V0845,Platform C,Gas Detection,High,False,aud_845,2023-02-28,True
V0846,Terminal X,Emergency Shutdown,Medium,False,aud_846,2022-06-29,True
V0847,Plant Y,Gas Detection,Low,True,aud_847,2022-04-02,False
V0848,Platform C,Gas Detection,Critical,False,aud_848,2023-12-25,True
V0849,Rig A,Relief Valve,High,False,aud_849,2023-05-13,True
V0850,Rig B,Emergency Shutdown,High,True,aud_850,2022-05-05,False
V0851,Rig B,Emergency Shutdown,High,False,aud_851,2023-02-05,True
V0852,Rig A,Gas Detection,High,True,aud_852,2023-02-04,False
V0853,Rig B,Relief Valve,High,False,aud_853,2023-07-22,True
V0854,Rig B,Gas Detection,Low,False,aud_854,2022-10-01,True
V0855,Rig A,Gas Detection,Critical,False,aud_855,2022-04-04,True
V0856,Rig A,Fire Detection,High,False,aud_856,2023-06-05,True
V0857,Platform C,Fire Detection,Critical,False,aud_857,2023-06-10,True
V0858,Platform C,Relief Valve,Medium,False,aud_858,2023-11-29,True
V0859,Rig A,Blowout Preventer,High,True,aud_859,2023-12-17,False
V0860,Terminal X,Fire Detection,High,False,aud_860,2023-01-03,True
V0861,Rig B,Blowout Preventer,Critical,False,aud_861,2023-04-19,True
V0862,Platform C,Emergency Shutdown,High,False,aud_862,2023-08-17,True
V0863,Rig B,Fire Detection,High,True,aud_863,2023-09-18,False
V0864,Plant Y,Fire Detection,High,True,aud_864,2023-06-02,False
V0865,Rig A,Relief Valve,Low,True,aud_865,2022-07-04,False
V0866,Terminal X,Blowout Preventer,Low,False,aud_866,2023-02-03,True
V0867,Plant Y,Fire Detection,High,False,aud_867,2023-12-07,True
V0868,Plant Y,Fire Detection,Low,True,aud_868,2023-02-27,False
V0869,Plant Y,Relief Valve,Medium,True,aud_869,2022-01-10,False
V0870,Rig A,Relief Valve,High,True,aud_870,2023-01-17,False
V0871,Platform C,Blowout Preventer,Medium,False,aud_871,2023-05-01,True
V0872,Rig A,Emergency Shutdown,Critical,True,aud_872,2022-02-16,False
V0873,Platform C,Emergency Shutdown,Medium,False,aud_873,2022-07-09,True
V0874,Plant Y,Gas Detection,Critical,False,aud_874,2023-03-23,True
V0875,Plant Y,Fire Detection,High,False,aud_875,2022-04-11,True
V0876,Terminal X,Blowout Preventer,Critical,True,aud_876,2022-03-05,False
V0877,Platform C,Fire Detection,Critical,False,aud_877,2022-07-28,True
V0878,Plant Y,Blowout Preventer,Medium,True,aud_878,2023-02-04,False
V0879,Rig B,Blowout Preventer,Medium,True,aud_879,2023-12-13,False
V0880,Terminal X,Blowout Preventer,Medium,True,aud_880,2023-11-22,False
V0881,Rig A,Fire Detection,High,True,aud_881,2022-07-03,False
V0882,Terminal X,Relief Valve,High,False,aud_882,2022-04-06,True
V0883,Rig B,Fire Detection,Medium,False,aud_883,2022-08-20,True
V0884,Platform C,Blowout Preventer,High,False,aud_884,2022-09-29,True
V0885,Rig A,Gas Detection,High,False,aud_885,2023-09-11,True
V0886,Rig A,Emergency Shutdown,Critical,True,aud_886,2023-11-15,False
V0887,Platform C,Blowout Preventer,Critical,True,aud_887,2022-12-12,False
V0888,Terminal X,Gas Detection,Medium,True,aud_888,2023-09-24,False
V0889,Plant Y,Relief Valve,High,True,aud_889,2023-11-04,False
V0890,Terminal X,Blowout Preventer,Critical,False,aud_890,2022-02-27,True
V0891,Rig B,Gas Detection,Low,True,aud_891,2022-12-22,False
V0892,Plant Y,Blowout Preventer,High,False,aud_892,2024-02-01,True
V0893,Terminal X,Fire Detection,Low,True,aud_893,2023-04-06,False
V0894,Platform C,Gas Detection,Medium,True,aud_894,2023-04-15,False
V0895,Rig B,Fire Detection,High,True,aud_895,2022-09-23,False
V0896,Rig B,Fire Detection,Medium,True,aud_896,2022-10-18,False
V0897,Rig B,Gas Detection,Medium,False,aud_897,2023-01-19,True
V0898,Plant Y,Emergency Shutdown,Medium,False,aud_898,2022-04-06,True
V0899,Rig A,Gas Detection,Medium,False,aud_899,2023-05-06,True
V0900,Plant Y,Emergency Shutdown,Medium,False,aud_900,2022-12-09,True
V0901,Terminal X,Blowout Preventer,High,True,aud_901,2022-12-03,False
V0902,Rig A,Blowout Preventer,Low,True,aud_902,2023-11-07,False
V0903,Terminal X,Gas Detection,High,False,aud_903,2022-11-08,True
V0904,Rig A,Blowout Preventer,High,False,aud_904,2023-02-23,True
V0905,Plant Y,Relief Valve,High,True,aud_905,2022-10-13,False
V0906,Rig B,Fire Detection,Critical,True,aud_906,2022-06-16,False
V0907,Platform C,Fire Detection,Critical,False,aud_907,2022-01-13,True
V0908,Rig B,Emergency Shutdown,High,False,aud_908,2023-03-25,True
V0909,Plant Y,Blowout Preventer,Low,False,aud_909,2024-02-08,True
V0910,Rig A,Emergency Shutdown,High,True,aud_910,2023-01-12,False
V0911,Rig B,Fire Detection,Medium,False,aud_911,2024-01-12,True
V0912,Plant Y,Fire Detection,Critical,False,aud_912,2022-09-15,True
V0913,Terminal X,Blowout Preventer,Critical,False,aud_913,2022-01-24,True
V0914,Platform C,Relief Valve,High,False,aud_914,2022-03-17,True
V0915,Rig B,Relief Valve,High,False,aud_915,2023-01-27,True
V0916,Rig A,Blowout Preventer,Low,True,aud_916,2022-08-04,False
V0917,Terminal X,Blowout Preventer,Low,False,aud_917,2023-04-17,True
V0918,Plant Y,Emergency Shutdown,Medium,True,aud_918,2023-04-22,False
V0919,Platform C,Blowout Preventer,High,False,aud_919,2022-09-20,True
V0920,Rig A,Relief Valve,High,False,aud_920,2023-07-05,True
V0921,Plant Y,Blowout Preventer,High,False,aud_921,2023-08-11,True
V0922,Plant Y,Emergency Shutdown,Critical,True,aud_922,2022-05-27,False
V0923,Rig B,Emergency Shutdown,Medium,True,aud_923,2022-07-22,False
V0924,Rig B,Emergency Shutdown,Low,True,aud_924,2023-09-12,False
V0925,Rig A,Emergency Shutdown,Critical,False,aud_925,2022-06-11,True
V0926,Plant Y,Gas Detection,Critical,False,aud_926,2023-12-22,True
V0927,Rig B,Blowout Preventer,Critical,True,aud_927,2023-08-15,False
V0928,Platform C,Fire Detection,Critical,True,aud_928,2022-05-25,False
V0929,Platform C,Blowout Preventer,Medium,False,aud_929,2024-01-25,True
V0930,Plant Y,Gas Detection,High,True,aud_930,2022-02-01,False
V0931,Rig B,Emergency Shutdown,Low,False,aud_931,2022-02-12,True
V0932,Rig A,Gas Detection,Low,True,aud_932,2022-11-15,False
V0933,Rig A,Relief Valve,Critical,True,aud_933,2022-02-18,False
V0934,Rig A,Relief Valve,Critical,True,aud_934,2023-08-05,False
V0935,Platform C,Blowout Preventer,Medium,False,aud_935,2023-08-14,True
V0936,Rig B,Blowout Preventer,Critical,False,aud_936,2024-01-24,True
V0937,Rig B,Fire Detection,Low,True,aud_937,2023-05-19,False
V0938,Platform C,Fire Detection,Low,False,aud_938,2022-11-09,True
V0939,Rig A,Relief Valve,High,False,aud_939,2022-07-12,True
V0940,Rig A,Emergency Shutdown,High,False,aud_940,2022-06-23,True
V0941,Plant Y,Gas Detection,Low,False,aud_941,2023-08-31,True
V0942,Terminal X,Fire Detection,Low,True,aud_942,2022-07-09,False
V0943,Rig B,Fire Detection,Medium,False,aud_943,2022-03-31,True
V0944,Rig B,Emergency Shutdown,Medium,False,aud_944,2023-03-01,True
V0945,Rig B,Emergency Shutdown,Low,True,aud_945,2024-01-06,False
V0946,Terminal X,Blowout Preventer,Critical,False,aud_946,2023-05-09,True
V0947,Plant Y,Gas Detection,High,False,aud_947,2022-03-23,True
V0948,Terminal X,Emergency Shutdown,Low,False,aud_948,2023-12-09,True
V0949,Rig A,Fire Detection,Critical,True,aud_949,2022-01-12,False
V0950,Rig A,Fire Detection,Low,True,aud_950,2022-01-22,False
V0951,Rig B,Relief Valve,High,False,aud_951,2023-04-03,True
V0952,Platform C,Emergency Shutdown,High,False,aud_952,2022-03-30,True
V0953,Rig B,Blowout Preventer,Medium,True,aud_953,2022-09-17,False
V0954,Platform C,Gas Detection,Medium,True,aud_954,2023-05-09,False
V0955,Terminal X,Blowout Preventer,Medium,True,aud_955,2023-12-28,False
V0956,Rig A,Fire Detection,Medium,False,aud_956,2023-09-30,True
V0957,Platform C,Blowout Preventer,High,False,aud_957,2023-09-22,True
V0958,Terminal X,Fire Detection,Critical,True,aud_958,2023-04-02,False
V0959,Rig A,Fire Detection,Critical,False,aud_959,2023-07-07,True
V0960,Platform C,Fire Detection,Critical,False,aud_960,2023-11-18,True
V0961,Rig B,Fire Detection,Low,False,aud_961,2023-12-13,True
V0962,Rig B,Fire Detection,Medium,False,aud_962,2022-05-22,True
V0963,Rig B,Relief Valve,Medium,False,aud_963,2022-04-30,True
V0964,Terminal X,Blowout Preventer,High,False,aud_964,2022-06-26,True
V0965,Rig B,Relief Valve,High,False,aud_965,2022-09-05,True
V0966,Plant Y,Relief Valve,Low,True,aud_966,2023-02-07,False
V0967,Rig A,Emergency Shutdown,Low,True,aud_967,2023-05-12,False
V0968,Terminal X,Emergency Shutdown,Critical,True,aud_968,2022-04-22,False
V0969,Rig B,Emergency Shutdown,High,True,aud_969,2023-05-23,False
V0970,Rig A,Gas Detection,Medium,True,aud_970,2023-01-24,False
V0971,Platform C,Emergency Shutdown,Critical,True,aud_971,2023-11-22,False
V0972,Rig B,Blowout Preventer,Medium,True,aud_972,2023-01-26,False
V0973,Rig A,Relief Valve,Critical,True,aud_973,2023-08-08,False
V0974,Plant Y,Blowout Preventer,Medium,True,aud_974,2022-01-19,False
V0975,Platform C,Emergency Shutdown,Low,False,aud_975,2023-06-13,True
V0976,Plant Y,Gas Detection,Critical,False,aud_976,2023-03-06,True
V0977,Rig A,Gas Detection,Medium,True,aud_977,2023-03-11,False
V0978,Plant Y,Relief Valve,Medium,False,aud_978,2023-01-05,True
V0979,Rig A,Blowout Preventer,High,False,aud_979,2024-02-09,True
V0980,Rig A,Fire Detection,Critical,True,aud_980,2023-05-16,False
V0981,Plant Y,Blowout Preventer,Medium,True,aud_981,2023-07-20,False
V0982,Rig A,Emergency Shutdown,High,True,aud_982,2023-09-25,False
V0983,Rig B,Fire Detection,Medium,False,aud_983,2023-06-20,True
V0984,Rig A,Gas Detection,Critical,False,aud_984,2022-11-28,True
V0985,Terminal X,Relief Valve,Low,True,aud_985,2023-07-07,False
V0986,Rig A,Relief Valve,Critical,False,aud_986,2023-10-28,True
V0987,Terminal X,Gas Detection,Critical,False,aud_987,2023-11-14,True
V0988,Rig A,Emergency Shutdown,Medium,False,aud_988,2022-03-03,True
V0989,Rig A,Gas Detection,Medium,True,aud_989,2022-06-11,False
V0990,Plant Y,Emergency Shutdown,Critical,False,aud_990,2023-09-15,True
V0991,Rig B,Fire Detection,High,False,aud_991,2023-11-05,True
V0992,Rig B,Gas Detection,High,False,aud_992,2023-05-29,True
V0993,Platform C,Emergency Shutdown,High,False,aud_993,2023-03-05,True
V0994,Plant Y,Fire Detection,Medium,False,aud_994,2023-05-05,True
V0995,Plant Y,Gas Detection,Medium,False,aud_995,2023-01-09,True
V0996,Rig B,Relief Valve,Critical,False,aud_996,2022-02-01,True
V0997,Plant Y,Gas Detection,Low,True,aud_997,2022-11-08,False
V0998,Rig B,Blowout Preventer,Medium,True,aud_998,2022-03-14,False
V0999,Plant Y,Gas Detection,Critical,False,aud_999,2022-01-14,True
